"","start","end","today","diviceid","titre_entretien","date_enquete","enqueteur","admin1_enquete","admin2_enquete","admin3_enquete","localite_enquete_realise","admin1_localite","admin2_localite","admin3_localite","nom_localite_renseigne","autre","source_info","source_info_autre","genre_informateur","age_informateur","statut_deplacement_informateur","source_info_localite","source_info_localite_autre","moyen_communication_contact","moyen_communication_contact_autre","info_dernier_mois","info_localite_habite","Maintenant_nous_allo_personnes_deplac_es","large_deplacement_population","raison_deplacement","raison_deplacement_autre","idp_site","idp_famille_accueil","proportion_deplaces","date_dernier_idp","provenance_dernier_idp","provenance_dernier_idp_prefecture","provenance_dernier_idp_sous_prefecture","raison_presence","raison_presence_autre","condition_retour","condition_retour_autre","Maintenant_nous_allo_personnes_retourn_es","retourne_dernier_mois","date_retour","provenance_dernier_retourne","provenance_dernier_retourne_prefecture","provenance_dernier_retourne_sous_prefecture","Maintenant_nous_allo_ns_sur_les_rapatri_s","presence_rapatries","date_retour_rapatries","provenance_rapatries","provenance_rapatries_pays","provenance_dernier_rapaties_autre","raison_rapatriement","raison_rapatriement_autre","Maintenant_nous_allo_s_curit_alimentaire","acces_nourriture","raison_inaccessible","raison_inacessible_autre","strategie_survie","strategie_survie/aucun","strategie_survie/vente_actifs_nonproductifs","strategie_survie/vente_actifs_productif","strategie_survie/reduire_depenses_nonalim","strategie_survie/emprunter_argent_nourriture","strategie_survie/vente_maison_champs","strategie_survie/activités_illegales","strategie_survie/mendier","strategie_survie/consommer_semences","strategie_survie/autre","strategie_survie/nsp","strategie_survie_autre","marche_fonctionnel","marche_fonctionnel_acces","marche_fonctionnel_prix","assistance_alimentaire","Maintenant_nous_allo_ion_sur_la_nutrition","malnutri_moins_cinq_ans","malnutri_plus_cinq_ans","acces_centre_prise_en_charge_malnutri","programme_alimentaire_article_nutritionnel","Maintenant_nous_allo_s_moyens_d_existence","depense_alimentation","source_revenu","source_revenu_autre","revenu_moyen","acces_terre","barriere_agriculture","barriere_agriculture_autre","possession_betail","type_betail","epidemie_betail","assistance_agricole","Maintenant_nous_all_uestions_sur_la_sant","pb_sante_moins_cinq_ans","pb_sante_moins_cinq_ans_autre","pb_sante_plus_cinq_ans","pb_sante_plus_cinq_ans_autre","cause_deces","cause_deces_autre","comparaison_deces","lieu_accouchement","lieu_accouchement_autre","raison_accouchement_maison","raison_accouchement_maison_autre","service_sante_distance_marche","lieu_soin_choisi","lieu_soin_choisi_autre","service_sante_duree_marche","service_sante_acces","service_sante_barriere","service_sante_barriere_autre","assistance_service_sante","Mainteneant_nous_all_ns_sur_la_protection","incident_mort","incident_pillage","sentiment_securite","risque_protection_fille","risque_protection_fille_autre","risque_protection_garcon","risque_protection_garcon_autre","risque_protection_femme","risque_protection_femme_autre","risque_protection_homme","risque_protection_homme_autre","mineurs_separes","mineurs_separes_raison","mineurs_separes_raison_autre","relation_idp_hote","assistance_protection","assistance_protection_autre","programme_protection_assistance","Maintenant_nous_allo_les_NFI_et_les_abris","type_abris_hote","type_abris_hote_autre","type_abris_refugie_idp","type_abris_refugie_idp_autre","type_abris_retourne_rapatrie","type_abris_retourne_rapatrie_autre","materiaux_dispo","paille","tole","bache","corde","bois","brique_cuite","brique_non_cuite","fer","ciment","nfi_001","couverture","seau","bidon","kit_cuisine","moustiquaire","couchage","bache_001","habit","savon","programme_assistance_abris_nfi","Maintenant_nous_allo_ns_relatives_l_eau","source_eau_boire","source_eau_boire_autre","source_eau_usage","source_eau_usage_autre","source_eau_temp_boire","source_eau_temp_usage","source_eau_saison_seche_boire","source_eau_saison_seche_usage","acces_eau","acces_eau_barriere","acces_eau_barriere_autre","Maintenant_nous_allo_au_lavage_des_mains","infra_sanitaire_utilise","infra_sanitaire_utilise_autre","dispositif_lavage_main","programme_assistance_eha","Maintenant_nous_allo_tions_sur_l_ducation","service_education_fonctionnel","service_education_dispo","service_education_indispo","service_education_indispo_autre","service_education_indispo_insecurite","service_education_indispo_insecurite_autre","participation_fille","participation_garcon","participation_fille_ado","participation_garcon_ado","acces_education_barriere","acces_education_barriere_autre","programme_assistance_education","Maintenant_nous_allo_ismes_de_redevabilit","source_info_confiance","source_info_confiance_autre","radio_fonctionnelle","station_radio_fonctionnelle","reseau_tel_fonctionnel","reseau_tel_fonctionnel_rupture","besoins_prioritaires","priorite_un","priorite_deux","priorite_trois","Maintenant_nous_allo_n_de_notre_entretien","ki_zone","ki_zone_contact","participation_focus_group","entretien_prochain_mois","entretien_prochain_mois_contact","final_enquete","__version__","_id","_uuid","_submission_time","_validation_status","_index"
"349",,,,,,,,,,,,"ouham_pende","ngaoundaye","mbili","bogang_3",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","ouham_pende","bocaranga",,"oui","3_dernier_mois","oui","camroun",,"meilleure_secu",,,"non","destruction_betail",,,"0","0","0","0","1","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moitie","agriculture",,"inf_dix","oui","manque_semence_outils",,"oui","petit","oui","non",,"anemie",,"palu",,"maladie",,"non","maison",,"maternite_trop_chere",,"oui","poste_sante",,"demie_journee","insuffisant","medicament_indispo",,"non",,"non","non","oui","mariage_force",,"mariage_force",,"violence_domestique",,"menaces_ga",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"habitat_long_terme",,,"non","non","non","non","oui","non","oui","non","non",,"non","non","non","oui","oui","non","non","non","oui","non",,"forage",,"source_non_amenagee",,"inf_soixante_min","sup_soixante_min","oui","non","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","communautaire",,,,,"plus_moitie","majorite","presque_aucun","moins_moitie","enseignants_qualifiés",,"non",,"leaders_tradition",,"non","non","oui","non",,"sante","abris","log",,,,,,,,,,,,,
"350",,,,,,,,,,,,"ouham_pende","ngaoundaye","mbili","bossemte_1",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"oui","3_dernier_mois","oui","camroun",,"qualite_vie",,,"non","destruction_inondation",,,"0","0","1","0","1","0","0","0","1","0","0",,"oui","non","oui","non",,"oui","oui","non","non",,"plus_moitie","agriculture",,"dix_trente","oui","manque_semence_outils",,"oui","grand","nsp","non",,"diarrhee",,"palu",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"demie_journee","pas_suffisant","existence_infra",,"non",,"non","non","nsp","menaces_ga",,"menaces_ga",,"menaces_ga",,"menaces_ga",,"nsp",,,"bonne","autorite_locale",,"oui",,"habitat_long_terme",,,,"habitat_long_terme",,,"oui","non","non","non","oui","oui","oui","non","non",,"oui","oui","oui","oui","non","nsp","non","non","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_soixante_min","inf_soixante_min","oui","oui","pas_suffisant","indispo_source",,,"defecation_air_libre",,"oui","non",,"oui","publique",,,,,"majorite","majorite","majorite","majorite","nsp",,"non",,"leaders_tradition",,"oui","non","oui","oui",,"log","education","eha",,,,,,,,,,,,,
"351",,,,,,,,,,,,"ouham_pende","ngaoundaye","mbili","bougoui",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"oui","AC","oui","camroun",,"AC",,,"non","AC",,,"0","AC","0","AC","AC","0","0","0","AC","0","0",,"oui","AC","oui","non",,"oui","oui","non","non",,"AC","agriculture",,"AC","oui","manque_semence_outils",,"oui","AC","AC","AC",,"palu",,"AC",,"maladie",,"non","AC",,,,"oui","poste_sante",,"inf_demie_journee","AC",,,"AC",,"non","non","oui","AC",,"AC",,"AC",,"AC",,"non",,,"bonne","autorite_locale",,"AC",,"habitat_long_terme",,,,"AC",,,"oui","non","non","AC","oui","AC","oui","non","non",,"AC","AC","AC","AC","AC","AC","non","non","oui","non",,"forage",,"forage",,"AC","AC","AC","AC","AC",,,,"defecation_air_libre",,"non","non",,"oui","AC",,,,,"AC","majorite","AC","AC","AC",,"oui",,"leaders_tradition",,"AC","non","oui","AC",,"AC","AC","AC",,,,,,,,,,,,,
"352",,,,,,,,,,,,"ouham_pende","ngaoundaye","mbili","kordamon_1",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","destruction_combat",,,"0","0","1","0","1","0","0","0","1","0","0",,"oui","non","oui","non",,"oui","oui","oui","non",,"plus_moitie","agriculture",,"dix_trente","oui","manque_semence_outils",,"oui","grand","oui","non",,"diarrhee",,"palu",,"maladie",,"non","poste_sante",,,,"non",,,,"pas_suffisant","existence_infra",,"non",,"non","non","nsp","nsp",,"nsp",,"nsp",,"nsp",,"non",,,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","non","non",,"non","oui","oui","oui","non","nsp","non","nsp","oui","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_soixante_min","inf_soixante_min","oui","oui","pas_suffisant","indispo_source",,,"defecation_air_libre",,"nsp","non",,"non",,"existence_infra_scolaire",,,,,,,,,,"non",,"leaders_tradition",,"non","non","oui","oui",,"sante","eha","education",,,,,,,,,,,,,
"353",,,,,,,,,,,,"ouham_pende","ngaoundaye","mbili","mboussa",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","ouham_pende","koui",,"oui","3_dernier_mois","oui","camroun",,"baisse_assistance",,,"non","destruction_inondation",,,"0","0","0","0","0","1","1","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"majorite","agriculture",,"dix_trente","oui","manque_semence_outils",,"oui","petit","non","non",,"palu",,"ernie",,"maladie",,"non","maison",,"manque_personnel",,"oui","poste_sante",,"inf_trente_min","insuffisant","existence_infra",,"non",,"non","non","non","violence_domestique",,"mariage_force",,"violence_domestique",,"menaces_ga",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"habitat_long_terme",,,"non","non","non","non","oui","non","oui","non","non",,"non","non","non","oui","oui","non","non","oui","non","non",,"source_non_amenagee",,"source_non_amenagee",,"inf_soixante_min","inf_soixante_min","non","non","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","communautaire",,,,,"moins_moitie","plus_moitie","aucun","moins_moitie","kits_scolaires",,"non",,"leaders_tradition",,"non","non","non",,,"education","sante","eha",,,,,,,,,,,,,
"354",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","herbo",,,,,,,,,,,,,,"non",,,"non","AC",,,,,,,,,,,"oui","dernier_mois","oui","ouham_pende","AC",,"oui","AC","oui","tchad",,"AC",,,"non","AC",,,"AC","0","0","0","0","0","0","0","AC","0","0",,"oui","AC","oui","AC",,"oui","oui","non","non",,"AC","agriculture",,"AC","oui","AC",,"oui","petit","oui","non",,"palu",,"AC",,"maladie",,"non","maison",,"manque_cs",,"AC",,,,"insuffisant","existence_infra",,"non",,"non","non","non","AC",,"AC",,"AC",,"AC",,"oui","AC",,"bonne","AC",,"non",,"AC",,,,"AC",,,"oui","oui","AC","oui","oui","oui","oui","oui","oui",,"oui","oui","AC","oui","AC","oui","AC","oui","oui","AC",,"AC",,"AC",,"AC","AC","non","AC","insuffisant","indispo_source",,,"defecation_air_libre_cours_eau",,"non","non",,"oui","AC",,,,,"moins_moitie","plus_moitie","moins_moitie","plus_moitie","AC",,"non",,"AC",,"AC","non","non",,,"AC","AC","AC",,,,,,,,,,,,,
"355",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","kate",,,,,,,,,,,,,,"non",,,"non","oui","minorite","6_dernier_mois","oui","ouham_pende","ngaoundaye","conflits_communautaire",,"securite",,,"oui","6_dernier_mois","oui","ouham_pende","ngaoundaye",,"oui","6_dernier_mois","oui","tchad",,"famille",,,"non","destruction_betail",,,"1","0","0","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","oui","insecurite",,"oui","petit","oui","non",,"palu",,"rougeole",,"maladie",,"non","maison",,"manque_cs",,"oui","poste_sante",,"inf_demie_journee","insuffisant","existence_infra",,"non",,"non","non","non","mariage_force",,"aucun",,"aucun",,"aucun",,"oui","mariage",,"bonne","autorite_locale",,"non",,"urgence",,"urgence",,"urgence",,,"oui","oui","non","oui","oui","oui","oui","oui","oui",,"oui","oui","non","oui","oui","oui","non","oui","oui","oui",,"riviere",,"riviere",,"sup_soixante_min","sup_soixante_min","oui","oui","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"presque_aucun","moins_moitie","presque_aucun","moins_moitie","finances",,"non",,"leaders_communaute",,"oui","non","oui","oui",,"eha","education","secal",,,,,,,,,,,,,
"356",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","kodi",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","dernier_mois","oui","ouham_pende","bocaranga",,"non",,,,,"famille",,,"non","destruction_betail",,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","non","oui","non",,"oui","oui","oui","non",,"moitie","agriculture",,"inf_dix","oui","manque_moyens",,"oui","petit","oui","non",,"palu",,"diarrhee",,"maladie",,"non","maison",,"maternite_trop_chere",,"oui","poste_sante",,"inf_demie_journee","insuffisant","medicament_indispo",,"non",,"non","oui","non","mariage_force",,"mariage_force",,"violence_domestique",,"nsp",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"habitat_long_terme",,,"oui","non","oui","oui","oui","non","oui","oui","non",,"oui","oui","oui","oui","oui","oui","oui","oui","oui","oui",,"source_non_amenagee",,"source_non_amenagee",,"inf_trente_min","inf_trente_min","non","non","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","communautaire",,,,,"moins_moitie","moins_moitie","moins_moitie","plus_moitie","finances",,"non",,"leaders_tradition",,"non","non","oui","oui",,"sante","education","eha",,,,,,,,,,,,,
"357",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","konangouli",,,,,,,,,,,,,,"non",,,"non","oui","minorite","dernier_mois","oui","ouham_pende","ngaoundaye","AC",,"securite",,,"oui","dernier_mois","oui","ouham_pende","AC",,"oui","dernier_mois","oui","camroun",,"AC",,,"AC",,,,"AC","AC","0","0","0","0","0","0","0","0","0",,"oui","AC","oui","non",,"AC","oui","non","non",,"moins_moitie","agriculture",,"AC","AC","manque_moyens",,"oui","petit","oui","non",,"AC",,"AC",,"maladie",,"AC","AC",,,,"oui","poste_sante",,"AC","insuffisant","AC",,"non",,"non","oui","non","AC",,"AC",,"AC",,"AC",,"oui","AC",,"bonne","autorite_locale",,"non",,"AC",,"AC",,"AC",,,"oui","AC","AC","AC","oui","AC","oui","AC","AC",,"AC","non","non","oui","oui","AC","AC","AC","oui","non",,"AC",,"AC",,"AC","inf_trente_min","oui","AC","AC",,,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"AC","AC","AC","AC","finances",,"non",,"AC",,"oui","AC","oui","oui",,"AC","AC","AC",,,,,,,,,,,,,
"358",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","kouanag",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","ouham_pende","ngaoundaye",,"oui","dernier_mois","oui","camroun",,"famille",,,"non","destruction_betail",,,"1","0","0","0","0","0","0","0","0","0","0",,"oui","oui","oui","non",,"oui","oui","non","non",,"moins_moitie","agriculture",,"inf_dix","non","manque_semence_outils",,"oui","petit","oui","non",,"palu",,"diarrhee",,"maladie",,"non","maison",,"manque_cs",,"oui","poste_sante",,"inf_heure","insuffisant","medicament_indispo",,"non",,"non","non","non","aucun",,"menaces_ga",,"aucun",,"aucun",,"oui","recherche_travail",,"bonne","autorite_locale",,"non",,"urgence",,,,"urgence",,,"oui","oui","oui","oui","oui","oui","oui","oui","oui",,"non","oui","non","oui","oui","oui","non","oui","oui","non",,"forage",,"forage",,"inf_soixante_min","inf_soixante_min","oui","oui","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"moins_moitie","plus_moitie","moins_moitie","plus_moitie","finances",,"non",,"leaders_communaute",,"oui","oui","oui","oui",,"sante","eha","education",,,,,,,,,,,,,
"359",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","nzamari",,,,,,,,,,,,,,"non",,,"non","oui","minorite","dernier_mois","oui","ouham_pende","paoua","eleveurs_transhumants",,"securite",,,"oui","dernier_mois","oui","ouham_pende","AC",,"oui","AC","oui","AC",,"AC",,,"non","destruction_betail",,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","non","oui","non",,"oui","oui","oui","non",,"moitie","agriculture",,"AC","oui","insecurite",,"oui","petit","oui","non",,"AC",,"rougeole",,"maladie",,"non","maison",,"AC",,"oui","poste_sante",,"inf_demie_journee","insuffisant","AC",,"non",,"non","non","non","mariage_force",,"AC",,"violence_domestique",,"incident_transhumance",,"oui","AC",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"habitat_long_terme",,"habitat_long_terme",,,"oui","non","non","oui","oui","non","oui","non","non",,"non","non","non","oui","non","non","non","oui","oui","non",,"forage",,"AC",,"inf_soixante_min","AC","non","non","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"AC","AC","moins_moitie","AC","AC",,"non",,"AC",,"oui","non","non",,,"log","sante","AC",,,,,,,,,,,,,
"360",,,,,,,,,,,,"ouham_pende","ngaoundaye","yeme","unknown",,,,,,,,,,,,,,"non",,,"non","oui","minorite","dernier_mois","oui","ouham_pende","paoua","intrusion",,"securite",,,"oui","dernier_mois","oui","ouham_pende","bocaranga",,"oui","dernier_mois","oui","camroun",,"qualite_vie",,,"non","destruction_betail",,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","oui","oui","oui",,"oui","oui","non","non",,"moitie","agriculture",,"dix_trente","oui","manque_main_oeuvre",,"oui","petit","oui","non",,"palu",,"rougeole",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"inf_trente_min","insuffisant","medicament_indispo",,"non",,"non","oui","non","menaces_ga",,"menaces_ga",,"violence_domestique",,"travail_force",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"habitat_long_terme",,"habitat_long_terme",,,"oui","non","non","non","oui","non","oui","non","non",,"oui","oui","non","oui","non","oui","non","oui","oui","oui",,"forage",,"source_non_amenagee",,"inf_quinze_min","inf_trente_min","oui","oui","pas_suffisant","indispo_source",,,"defecation_air_libre_cours_eau",,"non","non",,"oui","publique",,,,,"moins_moitie","plus_moitie","moins_moitie","majorite","enfant_marie",,"oui",,"leaders_tradition",,"oui","oui","oui","oui",,"eha","sante","abris",,,,,,,,,,,,,
"361",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","Beatibi, axe Paoua - Betoko1, pk 25",,,,,,,,,,,,,,"oui","eleveurs_transhumants",,"non","non",,,,,,,,,,,"oui","AC","oui","ouham_pende","paoua",,"oui","dernier_mois","oui","camroun",,"meilleure_secu",,,"non","AC",,,"0","1","1","0","1","0","0","0","1","0","0",,"oui","AC","oui","non",,"oui","oui","non","non",,"AC","agriculture",,"trente_cinquante","oui","AC",,"oui","petit","oui","oui",,"AC",,"rougeole",,"AC",,"non","poste_sante",,,,"oui","poste_sante",,"AC","insuffisant","ressource_financiere",,"oui",,"oui","oui","non","mariage_force",,"mariage_force",,"violence_domestique",,"AC",,"oui","avec_autre_famille",,"bonne","autorite_locale",,"oui",,"habitat_long_terme",,,,"habitat_long_terme",,,"oui","non","non","oui","non","oui","oui","non","non",,"non","non","non","oui","oui","non","non","non","non","non",,"forage",,"forage",,"sup_soixante_min","sup_soixante_min","non","non","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"AC","AC","AC","AC","AC",,"non",,"leaders_religieux",,"oui","non","non",,,"eha","AC","AC",,,,,,,,,,,,,
"362",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","bebenguere",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"non",,,,,,"non",,,,,,,,"non","faible_rendement",,,"0","0","0","0","0","0","0","0","1","1","0",,"oui","oui","oui","non",,"AC","non","non","non",,"plus_moitie","agriculture",,"trente_cinquante","oui","insecurite",,"oui","AC","AC","non",,"palu",,"palu",,"maladie",,"non","maison",,"manque_cs",,"oui","centre_sante",,"inf_demie_journee","insuffisant","existence_infra",,"nsp",,"non","non","non","aucun",,"aucun",,"violence_domestique",,"AC",,"oui","AC",,,"autorite_locale",,"non",,"habitat_long_terme",,,,,,,"oui","non","non","oui","oui","oui","oui","oui","oui",,"oui","oui","oui","AC","oui","oui","non","oui","oui","non",,"forage",,"forage",,"inf_trente_min","inf_trente_min","oui","oui","AC",,,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"majorite","AC","AC","AC","AC",,"non",,"leaders_tradition",,"oui","non","oui","oui",,"AC","education","eha",,,,,,,,,,,,,
"363",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","Bebenguere 2, axe Benamkor - Bebenguere, pk30",,,,,,,,,,,,,,"non",,,"non","AC",,,,,,,,,,,"AC",,,,,,"AC",,,,,,,,"non","AC",,,"0","0","AC","0","AC","0","0","0","AC","0","0",,"AC",,,"non",,"AC","non","AC","AC",,"AC","AC",,"cinquante_cent","AC","insecurite",,"AC",,,"non",,"palu",,"AC",,"maladie",,"AC","AC",,,,"AC",,,,"AC",,,"AC",,"non","oui","non","AC",,"aucun",,"violence_domestique",,"AC",,"oui","avec_autre_famille",,,"AC",,"AC",,"AC",,,,,,,"AC","non","non","oui","oui","oui","oui","non","AC",,"oui","oui","oui","AC","AC","non","non","oui","AC","non",,"forage",,"forage",,"AC","AC","AC","AC","AC",,,,"AC",,"AC","AC",,"oui","AC",,,,,"majorite","AC","AC","plus_moitie","AC",,"AC",,"AC",,"oui","non","oui","oui",,"AC","AC","AC",,,,,,,,,,,,,
"364",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","bebounda",,,,,,,,,,,,,,"non",,,"non","oui","moitie","plus_de_un_an","oui","ouham_pende","paoua","conflits_armes",,"autre",,,"oui","plus_de_un_an","oui","ouham_pende","paoua",,"oui","plus_de_un_an","oui","camroun",,"famille",,,"oui",,,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","oui","oui","oui",,"oui","oui","oui","oui",,"nsp","agriculture",,"nsp","oui","manque_moyens",,"oui","petit","oui","non",,"diarrhee",,"palu",,"maladie",,"non","poste_sante",,,,"oui","autre",,"inf_demie_journee","nsp",,,"non",,"non","non","oui","violence_sexuelle",,"aucun",,"aucun",,"aucun",,"non",,,"bonne","autorite_locale",,"non",,"habitat_long_terme",,"habitat_long_terme",,"habitat_long_terme",,,"non","non","non","oui","non","non","non","non","non",,"non","oui","non","oui","oui","non","non","oui","oui","non",,"forage",,"forage",,"sup_soixante_min","sup_soixante_min","non","non","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"plus_moitie","majorite","aucun","plus_moitie","nsp",,"oui",,"leaders_tradition",,"oui","non","non",,,"education","abris","sante",,,,,,,,,,,,,
"365",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","beboye_1",,,,,,,,,,,,,,"non",,,"non","non",,,,,,,,,,,"oui","AC","oui","ouham_pende","paoua",,"non",,,,,"famille",,,"non","AC",,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","oui","oui","oui",,"nsp","agriculture",,"nsp","oui","manque_semence_outils",,"oui","AC","AC","non",,"palu",,"rougeole",,"maladie",,"non","poste_sante",,,,"oui","poste_sante",,"AC","insuffisant","abs_travailleur_sante",,"non",,"non","oui","non","mariage_force",,"mariage_force",,"AC",,"AC",,"oui","avec_autre_famille",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"habitat_long_terme",,,"non","non","non","oui","non","non","non","non","non",,"oui","non","non","oui","oui","non","non","oui","non","non",,"forage",,"forage",,"sup_soixante_min","sup_soixante_min","oui","oui","insuffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"AC","AC","presque_aucun","moins_moitie","AC",,"oui",,"leaders_tradition",,"oui","non","non",,,"eha","AC","sante",,,,,,,,,,,,,
"366",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","beboye_2",,,,,,,,,,,,,,"oui","AC",,"non","non",,,,,,,,,,,"oui","AC","oui","ouham_pende","paoua",,"AC",,,,,"baisse_assistance",,,"non","AC",,,"0","AC","AC","0","0","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","AC","oui","oui",,"AC","agriculture",,"AC","oui","AC",,"oui","grand","oui","non",,"AC",,"AC",,"maladie",,"non","AC",,,,"oui","poste_sante",,"inf_trente_min","insuffisant","AC",,"AC",,"oui","oui","non","AC",,"AC",,"AC",,"AC",,"oui","avec_autre_famille",,"bonne","autorite_locale",,"oui",,"habitat_long_terme",,,,"habitat_long_terme",,,"AC","non","non","oui","non","AC","AC","non","non",,"AC","non","AC","oui","AC","non","non","oui","non","non",,"AC",,"AC",,"AC","AC","AC","AC","AC",,,,"defecation_air_libre",,"AC","AC",,"AC",,,,,,,,,,,,"AC",,"AC",,"oui","non","AC",,,"AC","AC","AC",,,,,,,,,,,,,
"367",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","beboye_3",,,,,,,,,,,,,,"AC",,,"non","non",,,,,,,,,,,"oui","3_dernier_mois","oui","ouham_pende","paoua",,"oui","dernier_mois","oui","camroun",,"famille",,,"non","destruction_betail",,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","non","AC","oui",,"moins_moitie","agriculture",,"AC","oui","AC",,"oui","petit","oui","non",,"palu",,"rougeole",,"maladie",,"non","poste_sante",,,,"oui","AC",,"AC","AC",,,"oui",,"non","oui","non","mariage_force",,"pillage_criminalite",,"aucun",,"aucun",,"oui","avec_autre_famille",,"bonne","autorite_locale",,"non",,"habitat_long_terme",,,,"habitat_long_terme",,,"AC","non","non","oui","AC","oui","oui","non","non",,"AC","oui","AC","AC","oui","non","AC","AC","AC","non",,"forage",,"AC",,"sup_soixante_min","sup_soixante_min","oui","oui","AC",,,,"defecation_air_libre",,"AC","non",,"oui","publique",,,,,"majorite","AC","AC","AC","AC",,"oui",,"leaders_tradition",,"oui","non","oui","oui",,"AC","sante","AC",,,,,,,,,,,,,
"368",,,,,,,,,,,,"ouham_pende","paoua","bah_bessar","bedaya_1",,,,,,,,,,,,,,"non",,,"non","oui","minorite","3_dernier_mois","oui","ouham_pende","paoua","conflits_armes",,"securite",,,"oui","AC","oui","AC","AC",,"oui","dernier_mois","oui","camroun",,"meilleure_secu",,,"non","destruction_betail",,,"0","0","0","0","0","0","0","0","1","0","0",,"oui","oui","oui","non",,"oui","oui","oui","oui",,"majorite","agriculture",,"trente_cinquante","oui","AC",,"oui","petit","oui","non",,"palu",,"palu",,"animal",,"non","centre_sante",,,,"oui","AC",,"inf_trente_min","juste_assez",,,"nsp",,"oui","oui","non","violence_sexuelle",,"aucun",,"violence_domestique",,"aucun",,"oui","perdu_pendant_deplacement",,"bonne","autorite_locale",,"oui",,"habitat_long_terme",,"habitat_long_terme",,"habitat_long_terme",,,"AC","non","non","oui","oui","oui","oui","non","non",,"non","oui","non","AC","oui","oui","non","oui","oui","non",,"forage",,"forage",,"sup_soixante_min","inf_soixante_min","oui","oui","pas_suffisant","indispo_source",,,"defecation_air_libre",,"non","non",,"oui","publique",,,,,"majorite","plus_moitie","plus_moitie","majorite","enseignants_qualifiés",,"oui",,"leaders_tradition",,"oui","non","oui","oui",,"eha","eha","education",,,,,,,,,,,,,
